"country","city_actual","rating_count","center1label","center2label","neighbourhood","price","city","stars","ratingta","ratingta_count","scarce_room","hotel_id","offer","offer_cat","year","month","weekend","holiday","distance","distance_alter","accommodation_type","nnights","rating"
"Austria","Vienna",9,"City centre","Donauturm","Josefstadt",100,"Vienna",3,4,17,1,22066,1,"1-15% offer",2017,11,0,0,1.1,3.2,"Apartment",1,3
"Austria","Vienna",11,"City centre","Donauturm","Josefstadt",75,"Vienna",2.5,3.5,33,1,22067,1,"1-15% offer",2017,11,0,0,1.3,3.4,"Pension",1,3
"Austria","Vienna",51,"City centre","Donauturm","Josefstadt",73,"Vienna",2,3,87,1,22068,0,"0% no offer",2017,11,0,0,1.2,3.3,"Pension",1,3.5
"Austria","Vienna",298,"City centre","Donauturm","Josefstadt",127,"Vienna",5,4,876,1,22069,1,"1-15% offer",2017,11,0,0,0.8,3.4,"Hotel",1,4.1
"Austria","Vienna",354,"City centre","Donauturm","Josefstadt",110,"Vienna",3,4,419,0,22071,1,"15-50% offer",2017,11,0,0,0.9,3.4,"Hotel",1,4.1
"Austria","Vienna",92,"City centre","Donauturm","Josefstadt",88,"Vienna",3,4,509,1,22072,1,"15-50% offer",2017,11,0,0,0.9,3.3,"Hotel",1,4.4
"Austria","Vienna",66,"City centre","Donauturm","Josefstadt",59,"Vienna",3,4,88,0,22073,1,"15-50% offer",2017,11,0,0,1.2,3.5,"Pension",1,3.7
"Austria","Vienna",NA,"City centre","Donauturm","Josefstadt",355,"Vienna",4,NA,NA,1,22074,0,"0% no offer",2017,11,0,0,1.6,3.8,"Apartment",1,NA
"Austria","Vienna",128,"City centre","Donauturm","Josefstadt",59,"Vienna",3,4,967,1,22075,1,"50%-75% offer",2017,11,0,0,1.6,3.7,"Hotel",1,3.9
"Austria","Vienna",530,"City centre","Donauturm","Josefstadt",119,"Vienna",4,4,1358,0,22076,1,"1-15% offer",2017,11,0,0,0.9,3.4,"Hotel",1,4
"Austria","Vienna",342,"City centre","Donauturm","Josefstadt",152,"Vienna",4,4,1461,0,22077,1,"1-15% offer",2017,11,0,0,0.9,3.4,"Hotel",1,4.3
"Austria","Vienna",194,"City centre","Donauturm","Josefstadt",102,"Vienna",4,4,346,0,22078,1,"1-15% offer",2017,11,0,0,1,3.4,"Hotel",1,4
"Austria","Vienna",1,"City centre","Donauturm","Josefstadt",363,"Vienna",3.5,NA,NA,1,22079,1,"1-15% offer",2017,11,0,0,1.5,3.5,"Apartment",1,5
"Austria","Vienna",63,"City centre","Donauturm","Josefstadt",54,"Vienna",3,3,85,1,22080,1,"15-50% offer",2017,11,0,0,1.1,3.4,"Hotel",1,3.2
"Austria","Vienna",67,"City centre","Donauturm","Josefstadt",101,"Vienna",3,4,44,1,22081,1,"15-50% offer",2017,11,0,0,1.1,3.3,"Apartment",1,4
"Austria","Vienna",84,"City centre","Donauturm","Josefstadt",75,"Vienna",2,4.5,304,1,22082,1,"15-50% offer",2017,11,0,0,0.9,3.5,"Hotel",1,4
"Austria","Vienna",30,"City centre","Donauturm","Josefstadt",73,"Vienna",2,4,103,1,22083,1,"1-15% offer",2017,11,0,0,0.9,3.5,"Hotel",1,3.9
"Austria","Vienna",169,"City centre","Donauturm","Josefstadt",94,"Vienna",3,4,452,1,22084,1,"15-50% offer",2017,11,0,0,1,3.4,"Hotel",1,4.1
"Austria","Vienna",65,"City centre","Donauturm","Josefstadt",64,"Vienna",4,4,251,1,22085,1,"15-50% offer",2017,11,0,0,1.1,3.3,"Pension",1,3.5
"Austria","Vienna",91,"City centre","Donauturm","Josefstadt",81,"Vienna",3.5,3.5,260,0,22086,1,"15-50% offer",2017,11,0,0,1,3.3,"Apart-hotel",1,3.7
"Austria","Vienna",1,"City centre","Donauturm","Josefstadt",162,"Vienna",3,NA,NA,1,22087,1,"15-50% offer",2017,11,0,0,1.6,4,"Apartment",1,4
"Austria","Vienna",765,"City centre","Donauturm","Josefstadt",115,"Vienna",4,4.5,2150,0,22088,1,"15-50% offer",2017,11,0,0,0.9,3.5,"Hotel",1,4.5
"Austria","Vienna",80,"City centre","Donauturm","Josefstadt",101,"Vienna",4,4.5,90,1,22089,1,"15-50% offer",2017,11,0,0,1.2,3.8,"Apartment",1,4.4
"Austria","Vienna",43,"City centre","Donauturm","Josefstadt",68,"Vienna",3,3.5,182,1,22090,1,"15-50% offer",2017,11,0,0,0.9,3.2,"Hotel",1,3.7
"Austria","Vienna",78,"City centre","Donauturm","Kaerntner Strasse",354,"Vienna",5,4.5,1504,0,22092,1,"1-15% offer",2017,11,0,0,0.4,3.2,"Hotel",1,4.5
"Austria","Vienna",184,"City centre","Donauturm","Kaerntner Strasse",153,"Vienna",4,4,700,1,22093,1,"15-50% offer",2017,11,0,0,0.2,3,"Hotel",1,4.1
"Austria","Vienna",276,"City centre","Donauturm","Kaerntner Strasse",202,"Vienna",5,4,615,1,22094,1,"15-50% offer",2017,11,0,0,0.2,3,"Hotel",1,4.3
"Austria","Vienna",313,"City centre","Donauturm","Kaerntner Strasse",169,"Vienna",4,4,760,1,22095,1,"1-15% offer",2017,11,0,0,0.3,3.1,"Hotel",1,4.1
"Austria","Vienna",323,"City centre","Donauturm","Kaerntner Strasse",182,"Vienna",4,4.5,327,0,22097,1,"1-15% offer",2017,11,0,0,0.5,3.3,"Hotel",1,4.5
"Austria","Vienna",NA,"City centre","Donauturm","Kaerntner Strasse",193,"Vienna",3,NA,NA,1,22098,0,"0% no offer",2017,11,0,0,0.1,2.9,"Apartment",1,NA
"Austria","Vienna",90,"City centre","Donauturm","Kaerntner Strasse",138,"Vienna",4,4.5,408,1,22099,1,"1-15% offer",2017,11,0,0,0.2,3,"Pension",1,4.1
"Austria","Vienna",140,"City centre","Donauturm","Kaerntner Strasse",527,"Vienna",5,5,1748,1,22100,1,"1-15% offer",2017,11,0,0,0.4,3.1,"Hotel",1,4.8
"Austria","Vienna",512,"City centre","Donauturm","Kaerntner Strasse",142,"Vienna",4,4,837,0,22101,1,"15-50% offer",2017,11,0,0,0.1,2.8,"Hotel",1,4.4
"Austria","Vienna",NA,"City centre","Donauturm","Kaerntner Strasse",98,"Vienna",3.5,NA,NA,1,22102,0,"0% no offer",2017,11,0,0,0.4,3.1,"Apartment",1,NA
"Austria","Vienna",340,"City centre","Donauturm","Landstrasse",110,"Vienna",4,4.5,2718,0,22104,1,"1-15% offer",2017,11,0,0,0.6,3.2,"Hotel",1,4.3
"Austria","Vienna",34,"City centre","Donauturm","Landstrasse",82,"Vienna",3.5,4,25,1,22107,1,"15-50% offer",2017,11,0,0,1.9,3.2,"Apartment",1,4.1
"Austria","Vienna",26,"City centre","Donauturm","Landstrasse",91,"Vienna",3.5,NA,NA,1,22108,1,"15-50% offer",2017,11,0,0,0.9,2.4,"Apartment",1,2.5
"Austria","Vienna",NA,"City centre","Donauturm","Landstrasse",150,"Vienna",3.5,NA,NA,1,22109,0,"0% no offer",2017,11,0,0,1.6,3,"Apartment",1,NA
"Austria","Vienna",97,"City centre","Donauturm","Landstrasse",83,"Vienna",3.5,4.5,35,1,22110,1,"15-50% offer",2017,11,0,0,1.7,3,"Apartment",1,4.4
"Austria","Vienna",11,"City centre","Donauturm","Landstrasse",95,"Vienna",4.5,NA,NA,1,22111,1,"15-50% offer",2017,11,0,0,1.8,3.1,"Apartment",1,4
"Austria","Vienna",15,"City centre","Donauturm","Landstrasse",131,"Vienna",3,NA,NA,0,22112,1,"15-50% offer",2017,11,0,0,1.4,2.8,"Apartment",1,3.7
"Austria","Vienna",84,"City centre","Donauturm","Landstrasse",162,"Vienna",4,5,610,1,22113,1,"15-50% offer",2017,11,0,0,1.1,2.8,"Bed and breakfast",1,4.8
"Austria","Vienna",152,"City centre","Donauturm","Landstrasse",177,"Vienna",5,4,2015,0,22114,1,"50%-75% offer",2017,11,0,0,0.5,3,"Hotel",1,4.3
"Austria","Vienna",3,"City centre","Donauturm","Landstrasse",122,"Vienna",2,NA,NA,1,22115,1,"1-15% offer",2017,11,0,0,1.5,3.6,"Apartment",1,4
"Austria","Vienna",25,"City centre","Donauturm","Landstrasse",79,"Vienna",3,NA,NA,1,22116,0,"0% no offer",2017,11,0,0,1.6,3.7,"Apartment",1,2
"Austria","Vienna",181,"City centre","Donauturm","Landstrasse",82,"Vienna",4,4,395,0,22117,1,"15-50% offer",2017,11,0,0,1.4,3.1,"Hotel",1,4
"Austria","Vienna",359,"City centre","Donauturm","Landstrasse",82,"Vienna",4,4,717,1,22118,1,"1-15% offer",2017,11,0,0,1.7,3.3,"Hotel",1,4.1
"Austria","Vienna",160,"City centre","Donauturm","Landstrasse",66,"Vienna",3,3.5,203,0,22119,1,"15-50% offer",2017,11,0,0,1.8,3.4,"Hotel",1,3.9
"Austria","Vienna",303,"City centre","Donauturm","Landstrasse",169,"Vienna",4,4,1208,0,22120,0,"0% no offer",2017,11,0,0,0.8,2.7,"Hotel",1,4.1
"Austria","Vienna",254,"City centre","Donauturm","Landstrasse",59,"Vienna",3,3.5,189,1,22122,0,"0% no offer",2017,11,0,0,0.8,2.7,"Guest House",1,3.7
"Austria","Vienna",173,"City centre","Donauturm","Landstrasse",109,"Vienna",4,4,666,0,22123,0,"0% no offer",2017,11,0,0,1.5,3.8,"Hotel",1,4.1
"Austria","Vienna",114,"City centre","Donauturm","Landstrasse",104,"Vienna",3,3,72,1,22125,0,"0% no offer",2017,11,0,0,0.7,2.6,"Hotel",1,3.4
"Austria","Vienna",249,"City centre","Donauturm","Landstrasse",145,"Vienna",3.5,4.5,730,0,22126,1,"15-50% offer",2017,11,0,0,0.9,2.5,"Hotel",1,4.3
"Austria","Vienna",1,"City centre","Donauturm","Landstrasse",58,"Vienna",3.5,NA,NA,1,22127,0,"0% no offer",2017,11,0,0,1.4,3.6,"Apartment",1,2
"Austria","Vienna",6,"City centre","Donauturm","Landstrasse",107,"Vienna",4,NA,NA,1,22129,1,"15-50% offer",2017,11,0,0,1.3,3.4,"Vacation home Condo",1,4.3
"Austria","Vienna",13,"City centre","Donauturm","Landstrasse",85,"Vienna",3,3.5,183,1,22130,1,"50%-75% offer",2017,11,0,0,0.8,2.1,"Hotel",1,3.5
"Austria","Vienna",18,"City centre","Donauturm","Landstrasse",184,"Vienna",4,4,5,1,22131,1,"1-15% offer",2017,11,0,0,0.7,2.2,"Apartment",1,4.5
"Austria","Vienna",497,"City centre","Donauturm","Landstrasse",137,"Vienna",4.5,4,1060,0,22132,1,"15-50% offer",2017,11,0,0,1,3.3,"Hotel",1,4.1
"Austria","Vienna",503,"City centre","Donauturm","Landstrasse",116,"Vienna",4.5,4.5,1591,0,22134,1,"1-15% offer",2017,11,0,0,1.1,3.3,"Hotel",1,4.5
"Austria","Vienna",70,"City centre","Donauturm","Landstrasse",157,"Vienna",2,3.5,52,0,22135,1,"15-50% offer",2017,11,0,0,1.1,3.3,"Apartment",1,3.7
"Austria","Vienna",109,"City centre","Donauturm","Landstrasse",110,"Vienna",3,3.5,529,1,22136,0,"0% no offer",2017,11,0,0,1.3,3.3,"Hotel",1,3.7
"Austria","Vienna",171,"City centre","Donauturm","Landstrasse",134,"Vienna",4,4.5,343,1,22138,1,"15-50% offer",2017,11,0,0,0.6,3,"Hotel",1,4.3
"Austria","Vienna",79,"City centre","Donauturm","Landstrasse",79,"Vienna",4,3.5,77,1,22140,0,"0% no offer",2017,11,0,0,1.3,3.3,"Hotel",1,3.7
"Austria","Vienna",13,"City centre","Donauturm","Landstrasse",143,"Vienna",3,NA,NA,1,22141,0,"0% no offer",2017,11,0,0,1.4,3.3,"Apartment",1,4.5
"Austria","Vienna",281,"City centre","Donauturm","Landstrasse",132,"Vienna",4,4,1403,0,22142,1,"15-50% offer",2017,11,0,0,1,3.2,"Hotel",1,4.1
"Austria","Vienna",108,"City centre","Donauturm","Landstrasse",68,"Vienna",4,4,162,1,22143,1,"50%-75% offer",2017,11,0,0,1.3,3.5,"Apartment",1,4
"Austria","Vienna",267,"City centre","Donauturm","Leopoldstadt",128,"Vienna",4,4,1437,0,22144,1,"15-50% offer",2017,11,0,0,0.6,2.3,"Hotel",1,4.1
"Austria","Vienna",183,"City centre","Donauturm","Leopoldstadt",99,"Vienna",3,4.5,491,0,22145,0,"0% no offer",2017,11,0,0,1.5,1.6,"Hotel",1,4.5
"Austria","Vienna",5,"City centre","Donauturm","Leopoldstadt",149,"Vienna",2,NA,NA,1,22148,1,"15-50% offer",2017,11,0,0,0.9,1.9,"Apartment",1,2.2
"Austria","Vienna",136,"City centre","Donauturm","Leopoldstadt",86,"Vienna",4,3.5,326,0,22149,1,"50%-75% offer",2017,11,0,0,1.8,1,"Hotel",1,4
"Austria","Vienna",11,"City centre","Donauturm","Leopoldstadt",155,"Vienna",3,4,28,0,22150,0,"0% no offer",2017,11,0,0,1.9,1.4,"Apartment",1,4.1
"Austria","Vienna",242,"City centre","Donauturm","Leopoldstadt",63,"Vienna",3,3,183,1,22152,1,"1-15% offer",2017,11,0,0,1,1.9,"Hotel",1,3.4
"Austria","Vienna",81,"City centre","Donauturm","Leopoldstadt",157,"Vienna",2,3.5,12,0,22153,1,"15-50% offer",2017,11,0,0,0.6,2.3,"Apartment",1,3.7
"Austria","Vienna",16,"City centre","Donauturm","Leopoldstadt",134,"Vienna",3.5,4.5,70,1,22155,1,"15-50% offer",2017,11,0,0,0.6,2.2,"Hotel",1,4
"Austria","Vienna",6,"City centre","Donauturm","Leopoldstadt",141,"Vienna",5,NA,NA,1,22156,1,"1-15% offer",2017,11,0,0,1.7,1.4,"Apartment",1,4.3
"Austria","Vienna",122,"City centre","Donauturm","Leopoldstadt",79,"Vienna",3,4,290,0,22157,1,"15-50% offer",2017,11,0,0,0.9,1.9,"Hotel",1,3.7
"Austria","Vienna",250,"City centre","Donauturm","Leopoldstadt",138,"Vienna",4,4,1023,0,22158,0,"0% no offer",2017,11,0,0,0.5,2.3,"Hotel",1,4
"Austria","Vienna",603,"City centre","Donauturm","Leopoldstadt",113,"Vienna",4,4.5,1516,1,22159,1,"15-50% offer",2017,11,0,0,1,1.8,"Hotel",1,4.5
"Austria","Vienna",25,"City centre","Donauturm","Leopoldstadt",171,"Vienna",3,NA,NA,1,22160,1,"15-50% offer",2017,11,0,0,1.5,1.3,"Apartment",1,3.5
"Austria","Vienna",52,"City centre","Donauturm","Leopoldstadt",56,"Vienna",2,4,1666,0,22161,1,"1-15% offer",2017,11,0,0,1.5,1.4,"Hotel",1,3.5
"Austria","Vienna",152,"City centre","Donauturm","Leopoldstadt",84,"Vienna",3,4,1249,0,22162,1,"15-50% offer",2017,11,0,0,1.5,1.4,"Hotel",1,3.9
"Austria","Vienna",293,"City centre","Donauturm","Leopoldstadt",72,"Vienna",2,4.5,302,0,22163,1,"15-50% offer",2017,11,0,0,1.1,2,"Hotel",1,4
"Austria","Vienna",1,"City centre","Donauturm","Leopoldstadt",587,"Vienna",5,5,7,1,22164,1,"15-50% offer",2017,11,0,0,0.7,2.2,"Hotel",1,1
"Austria","Vienna",84,"City centre","Donauturm","Leopoldstadt",68,"Vienna",3,4,129,1,22165,1,"15-50% offer",2017,11,0,0,0.9,2.1,"Hotel",1,4
"Austria","Vienna",208,"City centre","Donauturm","Leopoldstadt",102,"Vienna",3.5,4,281,0,22166,1,"50%-75% offer",2017,11,0,0,1.5,1.4,"Hotel",1,3.9
"Austria","Vienna",29,"City centre","Donauturm","Leopoldstadt",96,"Vienna",3,3.5,7,1,22167,1,"15-50% offer",2017,11,0,0,1.5,1.4,"Apartment",1,3.4
"Austria","Vienna",57,"City centre","Donauturm","Leopoldstadt",81,"Vienna",1,3.5,141,0,22168,0,"0% no offer",2017,11,0,0,0.9,1.9,"Hotel",1,3.7
"Austria","Vienna",267,"City centre","Donauturm","Leopoldstadt",82,"Vienna",3,4,727,0,22169,1,"15-50% offer",2017,11,0,0,1.6,1.7,"Hotel",1,4.1
"Austria","Vienna",275,"City centre","Donauturm","Leopoldstadt",66,"Vienna",3,4,407,1,22170,1,"15-50% offer",2017,11,0,0,1.1,1.7,"Hotel",1,4
"Austria","Vienna",23,"City centre","Donauturm","Leopoldstadt",87,"Vienna",3,4,51,1,22171,1,"15-50% offer",2017,11,0,0,0.8,2.2,"Apartment",1,3.9
"Austria","Vienna",NA,"City centre","Donauturm","Leopoldstadt",364,"Vienna",4,NA,NA,1,22173,0,"0% no offer",2017,11,0,0,0.6,2.3,"Apartment",1,NA
"Austria","Vienna",240,"City centre","Donauturm","Leopoldstadt",240,"Vienna",5,4.5,2098,0,22175,1,"15-50% offer",2017,11,0,0,0.4,2.4,"Hotel",1,4.5
"Austria","Vienna",374,"City centre","Donauturm","Leopoldstadt",113,"Vienna",3,4.5,1686,0,22176,1,"15-50% offer",2017,11,0,0,0.8,2.1,"Hotel",1,4.5
"Austria","Vienna",468,"City centre","Donauturm","Leopoldstadt",106,"Vienna",3,4.5,1449,1,22177,1,"15-50% offer",2017,11,0,0,1,1.9,"Hotel",1,4.5
"Austria","Vienna",422,"City centre","Donauturm","Leopoldstadt",89,"Vienna",3,4,1580,0,22179,1,"15-50% offer",2017,11,0,0,1.6,1.2,"Hotel",1,4.1
"Austria","Vienna",307,"City centre","Donauturm","Leopoldstadt",61,"Vienna",2,4,1027,0,22180,1,"50%-75% offer",2017,11,0,0,0.9,2.2,"Hotel",1,4
"Austria","Vienna",2,"City centre","Donauturm","Leopoldstadt",92,"Vienna",3.5,NA,NA,1,22181,0,"0% no offer",2017,11,0,0,0.8,2.3,"Apartment",1,4.5
"Austria","Vienna",527,"City centre","Donauturm","Leopoldstadt",106,"Vienna",4,4,739,1,22182,1,"15-50% offer",2017,11,0,0,0.8,2,"Hotel",1,4.1
"Austria","Vienna",637,"City centre","Donauturm","Leopoldstadt",100,"Vienna",4,4,584,1,22183,1,"15-50% offer",2017,11,0,0,0.8,2,"Hotel",1,4
"Austria","Vienna",461,"City centre","Donauturm","Leopoldstadt",75,"Vienna",3,4,827,0,22184,1,"15-50% offer",2017,11,0,0,0.7,2.2,"Hotel",1,4.1
"Austria","Vienna",3,"City centre","Donauturm","Leopoldstadt",84,"Vienna",3,4,92,1,22185,0,"0% no offer",2017,11,0,0,0.8,2.2,"Hotel",1,2.2
"Austria","Vienna",104,"City centre","Donauturm","Leopoldstadt",151,"Vienna",4,4.5,1272,0,22187,0,"0% no offer",2017,11,0,0,0.5,2.3,"Hotel",1,4.6
"Austria","Vienna",90,"City centre","Donauturm","Leopoldstadt",87,"Vienna",3,3.5,314,0,22188,0,"0% no offer",2017,11,0,0,0.9,1.9,"Hotel",1,3.5
"Austria","Vienna",75,"City centre","Donauturm","Leopoldstadt",117,"Vienna",4,4.5,836,1,22189,0,"0% no offer",2017,11,0,0,0.5,2.3,"Hotel",1,4.4
"Austria","Vienna",139,"City centre","Donauturm","Leopoldstadt",120,"Vienna",4,4,807,0,22190,1,"50%-75% offer",2017,11,0,0,1.9,1.9,"Hotel",1,4.5
"Austria","Vienna",NA,"City centre","Donauturm","Leopoldstadt",132,"Vienna",3.5,NA,NA,1,22191,0,"0% no offer",2017,11,0,0,0.8,2.1,"Apartment",1,NA
"Austria","Vienna",41,"City centre","Donauturm","Leopoldstadt",68,"Vienna",2.5,4,85,0,22192,0,"0% no offer",2017,11,0,0,0.9,1.9,"Hotel",1,3.9
"Austria","Vienna",122,"City centre","Donauturm","Margareten",383,"Vienna",3,4,382,1,22193,0,"0% no offer",2017,11,0,0,1.9,4.7,"Hotel",1,4
"Austria","Vienna",6,"City centre","Donauturm","Margareten",160,"Vienna",4,NA,NA,1,22194,1,"1-15% offer",2017,11,0,0,1.6,4.4,"Apartment",1,4.3
"Austria","Vienna",NA,"City centre","Donauturm","Margareten",135,"Vienna",2,NA,NA,1,22195,0,"0% no offer",2017,11,0,0,2,4.8,"Apartment",1,NA
"Austria","Vienna",137,"City centre","Donauturm","Margareten",111,"Vienna",4.5,4.5,659,0,22196,1,"15-50% offer",2017,11,0,0,2,4.8,"Hotel",1,4.5
"Austria","Vienna",144,"City centre","Donauturm","Margareten",174,"Vienna",4,4.5,1650,0,22198,0,"0% no offer",2017,11,0,0,1.5,4.3,"Hotel",1,4.3
"Austria","Vienna",80,"City centre","Donauturm","Margareten",63,"Vienna",3,3.5,335,0,22199,1,"15-50% offer",2017,11,0,0,2,4.7,"Hotel",1,3.5
"Austria","Vienna",11,"City centre","Donauturm","Margareten",73,"Vienna",3,NA,NA,1,22200,0,"0% no offer",2017,11,0,0,1.4,4.2,"Apartment",1,4.3
"Austria","Vienna",58,"City centre","Donauturm","Margareten",100,"Vienna",3.5,4.5,15,0,22201,0,"0% no offer",2017,11,0,0,1.5,4.3,"Hotel",1,4.5
"Austria","Vienna",NA,"City centre","Donauturm","Margareten",162,"Vienna",3.5,NA,NA,1,22202,0,"0% no offer",2017,11,0,0,1.7,4.4,"Apartment",1,NA
"Austria","Vienna",303,"City centre","Donauturm","Margareten",86,"Vienna",4,3.5,1708,0,22203,1,"1-15% offer",2017,11,0,0,1.4,4.2,"Hotel",1,3.9
"Austria","Vienna",NA,"City centre","Donauturm","Margareten",103,"Vienna",3,NA,NA,1,22204,0,"0% no offer",2017,11,0,0,1.9,4.7,"Guest House",1,NA
"Austria","Vienna",82,"City centre","Donauturm","Margareten",67,"Vienna",3,4,909,0,22205,1,"15-50% offer",2017,11,0,0,1.8,4.5,"Hotel",1,4
"Austria","Vienna",248,"City centre","Donauturm","Margareten",129,"Vienna",4,4,372,0,22206,1,"1-15% offer",2017,11,0,0,1.3,4.1,"Hotel",1,4.1
"Austria","Vienna",151,"City centre","Donauturm","Margareten",80,"Vienna",3,4,161,1,22208,1,"50%-75% offer",2017,11,0,0,1.9,4.6,"Apartment",1,4.1
"Austria","Vienna",7,"City centre","Donauturm","Margareten",131,"Vienna",2,NA,NA,1,22209,1,"15-50% offer",2017,11,0,0,1.9,4.7,"Apartment",1,3.2
"Austria","Vienna",2,"City centre","Donauturm","Margareten",150,"Vienna",3.5,NA,NA,1,22210,1,"1-15% offer",2017,11,0,0,1.6,4.3,"Apartment",1,5
"Austria","Vienna",3,"City centre","Donauturm","Mariahilf",159,"Vienna",3,NA,NA,1,22211,1,"15-50% offer",2017,11,0,0,1.1,3.9,"Apartment",1,4.6
"Austria","Vienna",85,"City centre","Donauturm","Mariahilf",86,"Vienna",3,4,383,1,22212,0,"0% no offer",2017,11,0,0,1.3,4.1,"Hotel",1,4
"Austria","Vienna",3,"City centre","Donauturm","Mariahilf",96,"Vienna",2,NA,NA,1,22213,0,"0% no offer",2017,11,0,0,0.9,3.6,"Hotel",1,3.7
"Austria","Vienna",258,"City centre","Donauturm","Mariahilf",131,"Vienna",4,4,682,0,22214,1,"1-15% offer",2017,11,0,0,0.7,3.4,"Hotel",1,4.1
"Austria","Vienna",13,"City centre","Donauturm","Mariahilf",103,"Vienna",4,NA,NA,1,22215,1,"15-50% offer",2017,11,0,0,2,4.7,"Apartment",1,4.1
"Austria","Vienna",95,"City centre","Donauturm","Mariahilf",85,"Vienna",2,4,618,0,22217,1,"15-50% offer",2017,11,0,0,1,3.8,"Hotel",1,4
"Austria","Vienna",44,"City centre","Donauturm","Mariahilf",80,"Vienna",3,3.5,170,0,22218,0,"0% no offer",2017,11,0,0,1.4,4.2,"Hotel",1,3.9
"Austria","Vienna",125,"City centre","Donauturm","Mariahilf",93,"Vienna",4,4,410,1,22219,1,"15-50% offer",2017,11,0,0,1.1,3.9,"Hotel",1,4
"Austria","Vienna",5,"City centre","Donauturm","Mariahilf",81,"Vienna",3.5,NA,NA,1,22221,1,"15-50% offer",2017,11,0,0,1.8,4.6,"Apartment",1,4.5
"Austria","Vienna",161,"City centre","Donauturm","Mariahilf",77,"Vienna",3,4,2102,0,22222,1,"1-15% offer",2017,11,0,0,1.9,4.6,"Hotel",1,4
"Austria","Vienna",210,"City centre","Donauturm","Mariahilf",140,"Vienna",4,5,1495,1,22223,1,"15-50% offer",2017,11,0,0,0.8,3.6,"Hotel",1,4.8
"Austria","Vienna",264,"City centre","Donauturm","Mariahilf",99,"Vienna",4,4,1228,1,22224,1,"15-50% offer",2017,11,0,0,1,3.8,"Hotel",1,4
"Austria","Vienna",49,"City centre","Donauturm","Mariahilf",75,"Vienna",4,4,151,1,22225,0,"0% no offer",2017,11,0,0,1.1,3.9,"Pension",1,4.1
"Austria","Vienna",162,"City centre","Donauturm","Mariahilf",105,"Vienna",4,4.5,716,0,22226,1,"15-50% offer",2017,11,0,0,1.4,4.1,"Hotel",1,4.4
"Austria","Vienna",581,"City centre","Donauturm","Mariahilf",100,"Vienna",3.5,4.5,1414,0,22227,1,"15-50% offer",2017,11,0,0,1.7,4.4,"Hotel",1,4.5
"Austria","Vienna",55,"City centre","Donauturm","Mariahilf",89,"Vienna",3,4,67,1,22228,1,"15-50% offer",2017,11,0,0,1,3.8,"Pension",1,3.7
"Austria","Vienna",39,"City centre","Donauturm","Mariahilf",82,"Vienna",3,3.5,78,0,22229,1,"15-50% offer",2017,11,0,0,1.1,3.9,"Hotel",1,3.9
"Austria","Vienna",484,"City centre","Donauturm","Mariahilf",82,"Vienna",4,4,1150,0,22230,0,"0% no offer",2017,11,0,0,1.8,4.5,"Hotel",1,3.9
"Austria","Vienna",NA,"City centre","Donauturm","Mariahilf",88,"Vienna",3,NA,NA,1,22231,1,"15-50% offer",2017,11,0,0,1.8,4.5,"Apartment",1,NA
